t_ns,nonce,hash_hex,difficulty_bits,attempts_since_prev,backend,notes_json
125750373371434,4253132,00004d454a4d8784b3036e029dca3b9320b490cf7e6eb8dc8a31d56cf8d5a360,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125750373931353,4276371,00003cb7d8b9f996cdb9a0fa1228201c86ec7d18b67e144ca27abafd0688e952,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125750463775179,4584946,00004321c4a9bbf728f9535d0d54b8a4315a500ed7f569fbac40c3c51a11fc74,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125750464381037,4896717,00004c812a34e840fe54f2b77a42f190afa8ac54f0e3d399a1b899ac3fa49b58,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125750465116584,5158119,0000552eacb69cbaa38dc3411bbf2d434142156b2bda895bb1348d9665e7e6fc,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125750465180791,5357956,00004c7c5c0ba7f295482523d315f70dc662b56aa7d9e52829c6e79266c97749,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125750497553563,5412823,00000982651bfaf7ee02dbd135f6cb52f44ba3c248b219114699c5466592859f,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125750497558745,5498514,00002dbba8991afb6476b496c986ae2fb97a6aaf81ac57bee753e9670a7e9d34,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125750497563759,5572396,00005fb315f20a592d0397741c334ef0292e0aa43603f31ea8239f5fcb700652,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125750497563911,5845073,000062728005a6be6fc798afb52f69e3c149b0045de2d8badb26aa4342efc498,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125750497563912,6004783,0000533d4a9379cf94f9d3f2029653bb1fc62da3b09111a063c1cefa4ca6b38c,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125750497563921,6129654,00000a2334555757651955e899e958b5213318ae995a1583f25bc38bb7455b64,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125750497563926,6161970,00001822ca8e467c52a4b9e7ef151044eb6670367daab0abc8efe7dc13653fd2,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125750497563928,6224670,0000524db3f7d7f293595c72991b62f2465e06eb7c1b448bd89aa8096839be6c,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125750498545251,6665840,0000200adaa39c859c2377fd673a2f7b927bc19baa01e3783c66c12e20bbba47,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125750498545252,6767970,000023caac96c02bfc85cf2e7cb3aa7db8b31e1e4db576ca426c7dfd1dbd32d2,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125761893203652,6889374,000027d1764ed90d0400f734ddbfc345172897250f129fe4acd4026c13a2b331,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125762224592726,6968838,00000944b4db801a787b18cee691749b1c2218ede8a978529352389986aed671,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125762224595320,7026905,00006d67b8f4c7566aec1d589d17e8a928d3ac4212315805d9c087fffc27d131,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125762224672490,7039017,00006a77ed163dbde9d14998b55ad27db69a31b75f80b02d32ecb4917d417f20,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125762224812094,7193264,00002c6c1a853944d93cb5e9f877a0c4a49e4c09f1cb3c4cd83cc957cb008506,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125762224812095,7264834,00001d20249da89ca90fe7d639d8c880a37ad669fae694a4e44cd5fadb4633d6,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125762224812183,7360475,000068670f604ff3ccc6c67ca4abc2742ee97b3a3fa38f6ea8136ae071085dff,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125763778975798,7740082,000029fc37bd4bc2f7e6f9d7cd706c1517054ef5afa4ffc1d1edb02655559dee,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125763778975799,7943948,00003d305bea43b89b4172dfe9c08633ced614c732e1a0aaadd91e7a9234229e,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125763779619050,7952397,00002763d136e72c450d44bf54d50a87cb7457b1275fac3fba437408f79e804b,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125763818708173,7968678,00007d559c511f1d77769d6f5082aeaa1b31f362932515f2b529cfa2f62d9563,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
125763828909334,8058599,00007612aa8f329ef52b972a5d9b0895ffa9787b344df2a389c62ed2b0c09eef,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""phase"", ""seed"": 8}}"
